439
1 5
106.0 281.0 833
160.0 288.0 863
238.0 299.0 892
313.0 318.0 922
377.0 336.0 946
447.0 330.0 971
521.0 319.0 994
607.0 313.0 1023
670.0 317.0 1047
708.0 321.0 1062
89 17
11.0 264.0 846
73.0 253.0 884
114.0 252.0 919
149.0 250.0 947
207.0 254.0 975
262.0 255.0 1002
328.0 234.0 1035
377.0 220.0 1065
436.0 222.0 1095
499.0 234.0 1134
538.0 229.0 1160
593.0 227.0 1191
605.0 226.0 1211
616.0 217.0 1244
636.0 213.0 1263
698.0 197.0 1301
726.0 182.0 1316
90 18
14.0 295.0 859
61.0 287.0 889
116.0 280.0 923
179.0 283.0 957
240.0 285.0 987
279.0 286.0 1012
299.0 265.0 1031
330.0 243.0 1054
369.0 231.0 1085
433.0 223.0 1120
494.0 221.0 1152
557.0 206.0 1187
585.0 196.0 1211
603.0 195.0 1232
625.0 191.0 1259
663.0 179.0 1294
700.0 176.0 1321
719.0 167.0 1339
91 16
16.0 318.0 880
71.0 334.0 920
126.0 349.0 958
203.0 355.0 993
282.0 354.0 1024
344.0 343.0 1050
407.0 331.0 1074
472.0 315.0 1101
518.0 296.0 1126
536.0 288.0 1143
549.0 296.0 1163
565.0 302.0 1181
591.0 308.0 1202
624.0 327.0 1220
664.0 339.0 1239
702.0 350.0 1255
92 13
13.0 262.0 917
55.0 265.0 953
108.0 263.0 995
147.0 262.0 1031
214.0 255.0 1068
279.0 235.0 1104
349.0 234.0 1139
422.0 231.0 1174
488.0 219.0 1208
543.0 208.0 1242
586.0 213.0 1266
632.0 228.0 1292
703.0 232.0 1321
93 17
15.0 331.0 948
80.0 322.0 983
144.0 306.0 1019
215.0 285.0 1047
284.0 245.0 1075
329.0 240.0 1097
399.0 243.0 1128
461.0 243.0 1157
513.0 232.0 1186
558.0 219.0 1211
578.0 209.0 1234
592.0 182.0 1258
604.0 138.0 1287
596.0 107.0 1314
584.0 76.0 1347
562.0 45.0 1387
538.0 9.0 1417
94 13
26.0 397.0 977
66.0 399.0 1009
107.0 391.0 1038
184.0 397.0 1072
246.0 406.0 1103
280.0 413.0 1131
318.0 402.0 1156
384.0 403.0 1190
452.0 420.0 1221
504.0 440.0 1246
576.0 453.0 1278
641.0 465.0 1307
711.0 475.0 1335
95 15
12.0 375.0 977
67.0 369.0 1014
115.0 361.0 1053
167.0 376.0 1083
233.0 392.0 1116
290.0 390.0 1144
351.0 371.0 1175
402.0 365.0 1197
448.0 378.0 1220
496.0 409.0 1244
544.0 430.0 1271
606.0 434.0 1300
659.0 426.0 1323
683.0 422.0 1341
711.0 428.0 1360
96 16
15.0 315.0 1107
73.0 305.0 1147
119.0 305.0 1184
142.0 323.0 1210
179.0 348.0 1237
252.0 351.0 1271
308.0 328.0 1301
353.0 290.0 1331
386.0 253.0 1362
424.0 231.0 1391
482.0 209.0 1428
532.0 197.0 1463
569.0 170.0 1500
619.0 153.0 1533
674.0 154.0 1558
711.0 152.0 1575
97 10
16.0 333.0 1252
72.0 332.0 1279
115.0 346.0 1304
187.0 369.0 1333
274.0 383.0 1361
378.0 391.0 1395
454.0 400.0 1419
517.0 414.0 1438
591.0 430.0 1462
714.0 430.0 1498
98 14
16.0 269.0 1260
66.0 252.0 1297
103.0 246.0 1328
149.0 239.0 1371
169.0 225.0 1403
177.0 239.0 1473
201.0 238.0 1545
249.0 234.0 1581
313.0 239.0 1624
348.0 241.0 1657
385.0 216.0 1690
397.0 182.0 1736
426.0 138.0 1772
444.0 102.0 1821
99 18
12.0 291.0 1266
59.0 280.0 1299
76.0 275.0 1328
102.0 265.0 1362
119.0 252.0 1386
135.0 221.0 1409
147.0 238.0 1464
163.0 250.0 1509
202.0 259.0 1543
248.0 260.0 1580
303.0 262.0 1614
366.0 250.0 1651
393.0 226.0 1673
408.0 202.0 1698
423.0 176.0 1740
449.0 134.0 1775
460.0 88.0 1815
450.0 51.0 1854
100 11
16.0 338.0 1295
53.0 353.0 1327
100.0 359.0 1360
166.0 365.0 1391
247.0 370.0 1420
332.0 379.0 1452
405.0 388.0 1479
487.0 397.0 1510
558.0 427.0 1535
627.0 460.0 1559
705.0 520.0 1587
101 9
9.0 418.0 1304
66.0 414.0 1337
150.0 408.0 1372
248.0 408.0 1403
352.0 401.0 1436
443.0 396.0 1464
505.0 408.0 1485
600.0 440.0 1515
713.0 513.0 1551
102 11
17.0 391.0 1439
79.0 391.0 1476
149.0 377.0 1512
262.0 352.0 1553
327.0 353.0 1579
407.0 381.0 1609
450.0 446.0 1634
503.0 496.0 1660
575.0 518.0 1685
647.0 539.0 1710
710.0 551.0 1729
103 23
20.0 384.0 1560
66.0 388.0 1604
109.0 391.0 1653
146.0 378.0 1694
193.0 400.0 1730
231.0 445.0 1768
258.0 488.0 1800
285.0 529.0 1830
296.0 553.0 1862
302.0 549.0 2111
305.0 515.0 2138
292.0 457.0 2173
282.0 416.0 2212
295.0 392.0 2241
334.0 383.0 2261
403.0 374.0 2291
468.0 370.0 2319
530.0 363.0 2344
570.0 359.0 2363
617.0 368.0 2383
666.0 361.0 2406
701.0 323.0 2427
720.0 298.0 2443
104 17
11.0 353.0 1600
60.0 342.0 1634
106.0 319.0 1662
164.0 284.0 1696
240.0 272.0 1729
305.0 260.0 1762
365.0 251.0 1795
390.0 248.0 1823
383.0 243.0 1879
360.0 249.0 1910
323.0 253.0 1940
274.0 264.0 1974
232.0 267.0 2008
177.0 269.0 2046
134.0 274.0 2075
86.0 294.0 2106
16.0 312.0 2145
105 9
10.0 398.0 1745
73.0 375.0 1784
128.0 377.0 1815
198.0 410.0 1842
281.0 434.0 1870
375.0 453.0 1899
478.0 452.0 1930
584.0 457.0 1959
713.0 469.0 1993
106 14
702.0 373.0 1759
659.0 349.0 1783
618.0 325.0 1807
569.0 319.0 1835
522.0 321.0 1864
471.0 333.0 1896
426.0 348.0 1925
359.0 359.0 1962
288.0 361.0 2002
226.0 361.0 2039
156.0 362.0 2079
106.0 362.0 2123
65.0 359.0 2163
12.0 360.0 2197
107 14
706.0 345.0 1759
648.0 314.0 1789
593.0 300.0 1819
531.0 294.0 1852
487.0 295.0 1882
442.0 313.0 1913
390.0 331.0 1944
328.0 332.0 1977
273.0 331.0 2010
215.0 332.0 2045
154.0 336.0 2081
104.0 334.0 2123
61.0 333.0 2162
10.0 328.0 2198
108 15
704.0 291.0 1780
659.0 301.0 1810
607.0 304.0 1842
547.0 303.0 1876
481.0 286.0 1913
415.0 272.0 1952
364.0 265.0 1990
321.0 260.0 2021
271.0 258.0 2054
221.0 245.0 2085
181.0 239.0 2112
151.0 232.0 2140
121.0 233.0 2174
81.0 250.0 2200
13.0 254.0 2232
109 14
703.0 264.0 1773
660.0 276.0 1802
618.0 282.0 1829
565.0 275.0 1861
519.0 261.0 1895
459.0 254.0 1936
390.0 239.0 1977
339.0 237.0 2014
290.0 235.0 2049
228.0 228.0 2087
179.0 215.0 2125
139.0 209.0 2162
76.0 223.0 2202
20.0 227.0 2238
110 17
8.0 253.0 1853
64.0 254.0 1892
116.0 244.0 1932
168.0 245.0 1964
205.0 252.0 1991
242.0 238.0 2014
262.0 203.0 2041
310.0 176.0 2069
380.0 155.0 2104
449.0 125.0 2141
497.0 120.0 2171
524.0 124.0 2198
553.0 140.0 2219
594.0 133.0 2247
636.0 110.0 2279
667.0 95.0 2309
680.0 84.0 2350
111 13
695.0 276.0 1862
657.0 297.0 1892
591.0 298.0 1924
524.0 285.0 1954
467.0 282.0 1985
390.0 283.0 2022
320.0 285.0 2055
254.0 295.0 2087
189.0 303.0 2119
142.0 301.0 2155
101.0 314.0 2191
54.0 324.0 2225
7.0 334.0 2248
112 12
700.0 309.0 1871
640.0 327.0 1902
547.0 320.0 1944
456.0 309.0 1988
389.0 308.0 2022
323.0 315.0 2051
261.0 328.0 2082
199.0 332.0 2112
147.0 339.0 2142
103.0 351.0 2178
56.0 357.0 2213
12.0 363.0 2238
113 13
715.0 197.0 1968
628.0 185.0 1995
549.0 198.0 2021
474.0 207.0 2048
405.0 205.0 2075
374.0 197.0 2096
325.0 191.0 2125
276.0 195.0 2144
201.0 205.0 2170
144.0 213.0 2194
95.0 227.0 2222
53.0 226.0 2247
12.0 227.0 2270
114 14
699.0 340.0 2005
637.0 332.0 2046
582.0 327.0 2077
517.0 325.0 2113
448.0 330.0 2149
387.0 332.0 2184
342.0 336.0 2216
302.0 335.0 2250
257.0 330.0 2288
193.0 317.0 2330
141.0 318.0 2369
117.0 324.0 2420
60.0 348.0 2483
11.0 352.0 2537
115 15
699.0 299.0 2010
642.0 299.0 2045
579.0 286.0 2081
508.0 288.0 2121
453.0 280.0 2158
381.0 282.0 2200
311.0 283.0 2247
244.0 279.0 2289
178.0 272.0 2335
150.0 271.0 2381
144.0 283.0 2407
135.0 292.0 2441
102.0 299.0 2481
70.0 306.0 2521
17.0 319.0 2582
116 15
701.0 321.0 2013
634.0 312.0 2054
570.0 308.0 2091
498.0 306.0 2133
425.0 310.0 2175
365.0 310.0 2215
301.0 304.0 2253
246.0 305.0 2290
204.0 296.0 2323
162.0 292.0 2357
137.0 296.0 2392
127.0 309.0 2437
108.0 319.0 2476
73.0 325.0 2515
18.0 341.0 2579
117 12
709.0 370.0 2026
610.0 360.0 2069
517.0 353.0 2113
440.0 356.0 2150
399.0 355.0 2189
347.0 352.0 2234
282.0 352.0 2285
216.0 350.0 2326
161.0 340.0 2364
113.0 351.0 2424
70.0 375.0 2481
6.0 390.0 2530
118 7
705.0 295.0 2050
641.0 269.0 2082
602.0 227.0 2115
579.0 167.0 2151
555.0 130.0 2188
539.0 101.0 2234
515.0 43.0 2290
119 7
705.0 262.0 2052
649.0 222.0 2083
613.0 174.0 2119
580.0 135.0 2159
566.0 110.0 2199
551.0 87.0 2242
534.0 58.0 2286
120 11
699.0 272.0 2188
624.0 294.0 2218
530.0 307.0 2255
431.0 281.0 2289
362.0 269.0 2313
299.0 271.0 2336
216.0 238.0 2364
153.0 228.0 2388
84.0 234.0 2422
45.0 239.0 2452
3.0 249.0 2469
121 15
706.0 290.0 2192
622.0 315.0 2227
549.0 328.0 2252
473.0 313.0 2280
393.0 299.0 2308
313.0 292.0 2335
273.0 287.0 2362
260.0 259.0 2399
266.0 259.0 2608
255.0 276.0 2739
215.0 295.0 2762
174.0 299.0 2787
130.0 293.0 2812
71.0 303.0 2840
12.0 305.0 2857
122 17
704.0 356.0 2209
622.0 361.0 2243
563.0 345.0 2274
506.0 334.0 2303
451.0 330.0 2332
385.0 317.0 2362
339.0 311.0 2384
290.0 291.0 2411
293.0 264.0 2436
293.0 225.0 2465
245.0 197.0 2496
210.0 167.0 2525
193.0 133.0 2558
148.0 98.0 2591
93.0 70.0 2621
58.0 48.0 2645
12.0 8.0 2684
123 16
703.0 240.0 2223
637.0 274.0 2250
562.0 293.0 2274
485.0 300.0 2300
406.0 287.0 2326
342.0 292.0 2349
302.0 281.0 2370
282.0 256.0 2388
278.0 249.0 2412
273.0 243.0 2712
256.0 243.0 2755
223.0 260.0 2773
174.0 277.0 2799
116.0 276.0 2829
73.0 282.0 2852
19.0 285.0 2869
124 14
703.0 321.0 2242
632.0 323.0 2272
557.0 320.0 2304
487.0 313.0 2337
433.0 298.0 2365
385.0 268.0 2392
340.0 249.0 2417
294.0 215.0 2445
244.0 182.0 2477
204.0 141.0 2513
181.0 99.0 2547
151.0 80.0 2575
94.0 41.0 2623
48.0 7.0 2668
125 9
709.0 378.0 2256
621.0 386.0 2288
543.0 397.0 2323
493.0 409.0 2352
468.0 405.0 2386
480.0 417.0 2469
521.0 426.0 2492
590.0 444.0 2518
699.0 466.0 2552
126 10
711.0 429.0 2264
640.0 426.0 2287
567.0 426.0 2317
524.0 426.0 2344
477.0 428.0 2370
462.0 433.0 2397
471.0 443.0 2473
519.0 462.0 2493
600.0 488.0 2523
697.0 505.0 2557
127 17
699.0 311.0 2279
631.0 303.0 2313
573.0 309.0 2345
506.0 309.0 2379
447.0 297.0 2413
402.0 281.0 2442
359.0 262.0 2473
329.0 240.0 2505
308.0 214.0 2540
255.0 200.0 2569
221.0 173.0 2601
202.0 137.0 2644
191.0 107.0 2686
182.0 76.0 2723
158.0 62.0 2756
116.0 43.0 2797
73.0 6.0 2854
128 21
701.0 344.0 2285
641.0 341.0 2314
583.0 342.0 2343
514.0 336.0 2374
467.0 337.0 2401
426.0 321.0 2427
375.0 302.0 2456
330.0 286.0 2487
308.0 266.0 2515
296.0 241.0 2547
284.0 224.0 2580
249.0 215.0 2608
219.0 201.0 2638
196.0 165.0 2661
176.0 130.0 2685
165.0 104.0 2710
143.0 86.0 2741
116.0 72.0 2769
81.0 59.0 2805
53.0 50.0 2841
12.0 10.0 2895
129 21
702.0 370.0 2306
636.0 360.0 2333
591.0 350.0 2357
562.0 338.0 2379
513.0 327.0 2404
458.0 326.0 2433
414.0 317.0 2463
368.0 300.0 2490
335.0 286.0 2522
307.0 266.0 2557
300.0 244.0 2598
300.0 226.0 2633
269.0 205.0 2665
236.0 213.0 2701
190.0 191.0 2729
174.0 160.0 2755
165.0 128.0 2786
142.0 103.0 2825
93.0 74.0 2853
57.0 50.0 2880
31.0 13.0 2909
130 20
707.0 304.0 2306
645.0 283.0 2338
588.0 262.0 2367
547.0 259.0 2391
513.0 279.0 2414
456.0 270.0 2440
410.0 262.0 2471
368.0 238.0 2506
338.0 219.0 2536
310.0 207.0 2570
283.0 196.0 2603
251.0 190.0 2636
225.0 181.0 2665
203.0 167.0 2691
187.0 157.0 2725
190.0 123.0 2758
180.0 92.0 2790
155.0 72.0 2827
126.0 46.0 2854
83.0 10.0 2903
131 16
708.0 405.0 2312
637.0 395.0 2334
580.0 392.0 2352
516.0 380.0 2375
458.0 356.0 2395
399.0 328.0 2419
344.0 293.0 2446
308.0 251.0 2471
290.0 209.0 2497
253.0 182.0 2521
225.0 156.0 2546
202.0 121.0 2576
183.0 91.0 2604
136.0 60.0 2632
114.0 42.0 2650
55.0 6.0 2694
132 20
702.0 325.0 2312
652.0 303.0 2338
588.0 299.0 2368
535.0 297.0 2395
475.0 286.0 2425
420.0 293.0 2457
376.0 269.0 2489
348.0 262.0 2519
324.0 242.0 2549
306.0 224.0 2586
278.0 211.0 2615
245.0 211.0 2645
200.0 195.0 2673
175.0 178.0 2697
165.0 139.0 2725
163.0 116.0 2752
156.0 96.0 2794
128.0 74.0 2828
99.0 44.0 2864
46.0 18.0 2922
133 21
707.0 282.0 2321
638.0 253.0 2349
572.0 238.0 2377
539.0 245.0 2401
521.0 274.0 2421
487.0 278.0 2443
452.0 269.0 2465
415.0 243.0 2492
371.0 218.0 2517
336.0 198.0 2544
320.0 193.0 2574
296.0 182.0 2603
267.0 182.0 2639
245.0 183.0 2674
215.0 165.0 2709
209.0 153.0 2739
208.0 125.0 2775
199.0 91.0 2808
164.0 64.0 2841
145.0 42.0 2863
116.0 5.0 2898
134 16
703.0 358.0 2344
652.0 358.0 2367
616.0 349.0 2386
550.0 339.0 2412
492.0 330.0 2440
456.0 315.0 2468
420.0 292.0 2498
373.0 264.0 2538
348.0 244.0 2569
333.0 212.0 2603
304.0 186.0 2640
286.0 146.0 2674
261.0 110.0 2702
226.0 97.0 2730
164.0 46.0 2779
103.0 8.0 2827
135 13
707.0 396.0 2349
638.0 401.0 2373
568.0 398.0 2400
516.0 370.0 2424
465.0 345.0 2448
417.0 344.0 2471
354.0 346.0 2497
283.0 329.0 2524
220.0 306.0 2552
170.0 294.0 2579
133.0 303.0 2609
70.0 307.0 2655
10.0 318.0 2692
136 12
698.0 233.0 2396
646.0 248.0 2424
598.0 269.0 2450
548.0 291.0 2475
495.0 299.0 2500
427.0 300.0 2530
357.0 300.0 2561
284.0 311.0 2593
218.0 319.0 2620
151.0 328.0 2648
95.0 341.0 2684
8.0 353.0 2741
137 14
701.0 365.0 2446
650.0 365.0 2476
596.0 346.0 2508
546.0 339.0 2539
487.0 328.0 2570
427.0 331.0 2605
362.0 335.0 2641
308.0 343.0 2673
239.0 355.0 2713
189.0 355.0 2749
141.0 362.0 2793
111.0 366.0 2837
57.0 369.0 2890
19.0 385.0 2917
138 14
700.0 337.0 2448
653.0 327.0 2477
599.0 319.0 2510
543.0 310.0 2544
478.0 303.0 2582
418.0 305.0 2618
364.0 306.0 2652
308.0 325.0 2684
245.0 329.0 2718
194.0 330.0 2748
148.0 332.0 2786
119.0 332.0 2824
81.0 342.0 2863
12.0 359.0 2916
139 10
706.0 351.0 2493
638.0 309.0 2518
570.0 294.0 2544
498.0 273.0 2568
425.0 276.0 2594
350.0 295.0 2619
269.0 311.0 2646
182.0 313.0 2673
115.0 309.0 2700
17.0 316.0 2736
140 14
709.0 295.0 2519
649.0 289.0 2550
590.0 294.0 2580
520.0 280.0 2615
450.0 281.0 2647
389.0 283.0 2679
340.0 299.0 2705
294.0 303.0 2736
242.0 316.0 2770
186.0 318.0 2801
142.0 306.0 2839
100.0 281.0 2878
63.0 281.0 2917
10.0 282.0 2962
141 13
708.0 326.0 2534
637.0 313.0 2568
576.0 311.0 2596
507.0 303.0 2633
427.0 302.0 2667
372.0 310.0 2695
318.0 328.0 2727
248.0 342.0 2764
194.0 341.0 2801
163.0 335.0 2843
132.0 309.0 2879
72.0 306.0 2926
15.0 309.0 2964
142 28
11.0 252.0 2645
75.0 265.0 2676
151.0 247.0 2707
230.0 234.0 2738
302.0 211.0 2767
382.0 187.0 2801
427.0 168.0 2836
436.0 175.0 2900
443.0 189.0 3479
440.0 200.0 3513
413.0 205.0 3574
413.0 205.0 3600
413.0 205.0 3700
413.0 205.0 3800
413.0 205.0 3900
413.0 183.0 3922
416.0 175.0 3976
368.0 182.0 4011
329.0 182.0 4052
300.0 181.0 4094
309.0 171.0 4227
347.0 161.0 4254
379.0 160.0 4288
434.0 133.0 4318
479.0 109.0 4349
531.0 56.0 4398
574.0 33.0 4435
581.0 6.0 4455
143 14
625.0 59.0 2721
599.0 82.0 2749
577.0 122.0 2779
544.0 152.0 2810
512.0 176.0 2842
475.0 193.0 2870
435.0 220.0 2902
384.0 237.0 2930
337.0 243.0 2963
303.0 240.0 2983
253.0 238.0 3008
184.0 240.0 3038
105.0 248.0 3072
15.0 255.0 3103
144 12
645.0 51.0 2726
623.0 85.0 2752
595.0 137.0 2784
566.0 174.0 2811
514.0 203.0 2841
464.0 236.0 2870
409.0 284.0 2902
325.0 306.0 2932
228.0 315.0 2966
138.0 319.0 2997
67.0 337.0 3024
12.0 347.0 3042
145 15
623.0 45.0 2759
577.0 70.0 2792
548.0 104.0 2821
543.0 138.0 2846
530.0 184.0 2875
490.0 218.0 2906
424.0 250.0 2940
358.0 262.0 2970
302.0 277.0 2999
247.0 307.0 3028
185.0 337.0 3059
112.0 352.0 3097
63.0 334.0 3128
24.0 285.0 3160
3.0 281.0 3174
146 12
704.0 536.0 2832
619.0 535.0 2869
551.0 513.0 2904
486.0 479.0 2942
426.0 457.0 2978
364.0 435.0 3015
296.0 410.0 3052
252.0 381.0 3091
208.0 365.0 3124
146.0 357.0 3164
100.0 368.0 3206
19.0 397.0 3259
147 13
707.0 514.0 2843
639.0 508.0 2875
576.0 491.0 2906
519.0 462.0 2939
462.0 446.0 2973
407.0 424.0 3008
348.0 402.0 3041
296.0 381.0 3075
247.0 358.0 3111
185.0 332.0 3150
136.0 338.0 3190
76.0 349.0 3239
10.0 369.0 3288
148 10
704.0 544.0 2947
605.0 500.0 2977
513.0 455.0 3010
437.0 408.0 3044
359.0 367.0 3079
290.0 334.0 3111
221.0 312.0 3142
158.0 291.0 3170
107.0 286.0 3206
16.0 298.0 3259
149 10
709.0 504.0 2947
612.0 462.0 2979
530.0 421.0 3009
451.0 383.0 3040
370.0 340.0 3073
293.0 311.0 3107
221.0 291.0 3141
153.0 267.0 3173
96.0 264.0 3211
18.0 277.0 3257
150 11
703.0 338.0 3055
644.0 335.0 3087
580.0 308.0 3119
503.0 307.0 3153
434.0 299.0 3188
352.0 285.0 3227
281.0 281.0 3263
219.0 264.0 3299
168.0 251.0 3332
104.0 255.0 3374
13.0 271.0 3445
151 12
710.0 371.0 3056
649.0 360.0 3084
585.0 335.0 3115
512.0 333.0 3148
436.0 326.0 3185
358.0 316.0 3222
292.0 305.0 3259
221.0 294.0 3291
166.0 279.0 3324
106.0 272.0 3369
48.0 280.0 3409
13.0 290.0 3431
152 11
699.0 420.0 3108
626.0 402.0 3139
556.0 389.0 3169
478.0 378.0 3202
403.0 367.0 3237
336.0 348.0 3268
272.0 339.0 3297
222.0 335.0 3325
161.0 329.0 3362
119.0 327.0 3393
18.0 333.0 3446
153 10
699.0 470.0 3115
617.0 460.0 3149
522.0 448.0 3183
434.0 429.0 3217
347.0 399.0 3252
279.0 380.0 3283
218.0 361.0 3312
162.0 350.0 3343
107.0 348.0 3382
15.0 359.0 3440
154 10
697.0 444.0 3125
613.0 430.0 3161
516.0 423.0 3201
414.0 405.0 3239
334.0 386.0 3275
264.0 369.0 3311
202.0 356.0 3346
134.0 366.0 3377
81.0 383.0 3410
18.0 387.0 3443
155 11
702.0 385.0 3203
654.0 401.0 3234
639.0 425.0 3271
639.0 418.0 3299
633.0 411.0 3412
627.0 380.0 3459
648.0 368.0 3502
656.0 346.0 3543
668.0 342.0 3605
697.0 334.0 3668
718.0 335.0 3838
156 19
697.0 275.0 3230
652.0 286.0 3256
602.0 298.0 3285
540.0 317.0 3316
478.0 308.0 3348
431.0 304.0 3375
389.0 296.0 3403
336.0 288.0 3437
290.0 276.0 3468
260.0 253.0 3496
249.0 238.0 3528
239.0 211.0 3560
222.0 193.0 3590
204.0 170.0 3617
201.0 136.0 3649
200.0 101.0 3676
173.0 68.0 3709
146.0 42.0 3736
73.0 4.0 3802
157 9
712.0 327.0 3230
685.0 299.0 3250
673.0 271.0 3271
658.0 245.0 3296
651.0 196.0 3322
640.0 155.0 3348
643.0 115.0 3377
634.0 80.0 3405
619.0 44.0 3432
158 19
701.0 297.0 3284
655.0 315.0 3306
607.0 326.0 3330
547.0 330.0 3355
486.0 324.0 3379
425.0 323.0 3407
356.0 308.0 3440
293.0 314.0 3469
232.0 300.0 3502
211.0 276.0 3528
219.0 249.0 3554
224.0 224.0 3587
205.0 203.0 3627
200.0 152.0 3663
199.0 106.0 3697
168.0 80.0 3727
137.0 54.0 3758
105.0 37.0 3789
46.0 3.0 3831
159 12
11.0 325.0 3277
53.0 319.0 3314
97.0 311.0 3351
152.0 295.0 3387
210.0 289.0 3413
267.0 268.0 3439
329.0 248.0 3469
389.0 242.0 3499
447.0 228.0 3532
469.0 178.0 3566
471.0 125.0 3605
444.0 84.0 3640
160 13
699.0 157.0 3390
657.0 145.0 3417
623.0 144.0 3449
597.0 138.0 3477
584.0 128.0 3510
578.0 127.0 3553
575.0 132.0 3694
598.0 139.0 3728
585.0 137.0 3778
580.0 113.0 3830
568.0 85.0 3875
557.0 53.0 3908
536.0 10.0 3971
161 11
706.0 450.0 3431
639.0 458.0 3455
550.0 434.0 3484
448.0 423.0 3516
354.0 380.0 3549
304.0 330.0 3578
257.0 304.0 3603
200.0 294.0 3626
151.0 297.0 3651
91.0 283.0 3690
20.0 292.0 3730
162 11
14.0 234.0 3427
60.0 235.0 3458
103.0 228.0 3490
148.0 217.0 3524
192.0 202.0 3551
232.0 180.0 3577
246.0 175.0 3600
261.0 154.0 3631
274.0 153.0 3670
307.0 147.0 3697
355.0 121.0 3733
163 12
12.0 256.0 3443
49.0 248.0 3470
89.0 244.0 3501
131.0 251.0 3538
163.0 255.0 3566
202.0 254.0 3588
260.0 251.0 3616
314.0 238.0 3643
337.0 230.0 3664
338.0 213.0 3688
336.0 165.0 3717
350.0 129.0 3742
164 13
10.0 240.0 3461
50.0 235.0 3486
94.0 230.0 3520
133.0 219.0 3549
156.0 209.0 3573
176.0 231.0 3592
204.0 244.0 3610
244.0 248.0 3630
282.0 239.0 3652
307.0 233.0 3677
314.0 213.0 3704
318.0 180.0 3735
334.0 147.0 3769
165 18
11.0 236.0 3515
49.0 238.0 3542
80.0 231.0 3573
107.0 228.0 3601
146.0 220.0 3635
174.0 225.0 3666
198.0 233.0 3689
220.0 250.0 3710
277.0 245.0 3738
348.0 243.0 3773
409.0 241.0 3804
459.0 230.0 3833
499.0 202.0 3861
542.0 175.0 3894
587.0 163.0 3925
632.0 148.0 3955
665.0 142.0 3976
711.0 150.0 3999
166 15
13.0 271.0 3523
52.0 260.0 3560
83.0 260.0 3592
109.0 247.0 3614
153.0 247.0 3654
197.0 258.0 3681
249.0 265.0 3708
307.0 268.0 3736
372.0 258.0 3766
435.0 246.0 3796
491.0 225.0 3827
524.0 195.0 3855
573.0 193.0 3881
631.0 200.0 3909
710.0 210.0 3952
167 15
18.0 341.0 3591
66.0 314.0 3614
106.0 288.0 3641
142.0 264.0 3665
172.0 264.0 3689
221.0 274.0 3715
275.0 278.0 3744
341.0 278.0 3774
408.0 266.0 3803
456.0 249.0 3832
490.0 222.0 3861
527.0 195.0 3891
588.0 193.0 3925
644.0 183.0 3961
710.0 184.0 3998
168 17
14.0 324.0 3616
61.0 326.0 3651
113.0 332.0 3689
184.0 327.0 3722
268.0 309.0 3757
349.0 306.0 3791
407.0 292.0 3824
430.0 270.0 3843
448.0 242.0 3864
475.0 219.0 3889
507.0 195.0 3912
545.0 188.0 3938
581.0 166.0 3965
614.0 143.0 3993
636.0 113.0 4023
656.0 92.0 4053
705.0 75.0 4088
169 21
11.0 279.0 3703
37.0 270.0 3720
84.0 260.0 3761
121.0 278.0 3802
167.0 281.0 3842
227.0 264.0 3880
278.0 256.0 3916
314.0 232.0 3945
347.0 198.0 3979
337.0 170.0 4016
334.0 154.0 4050
361.0 162.0 4092
380.0 168.0 4157
416.0 158.0 4181
445.0 141.0 4207
476.0 119.0 4234
494.0 111.0 4259
520.0 103.0 4287
540.0 80.0 4323
559.0 52.0 4356
574.0 7.0 4393
170 10
12.0 395.0 3739
61.0 390.0 3764
122.0 395.0 3794
180.0 413.0 3818
253.0 429.0 3847
333.0 441.0 3875
419.0 448.0 3910
516.0 456.0 3943
599.0 456.0 3973
715.0 457.0 4012
171 13
8.0 320.0 3785
56.0 314.0 3825
106.0 302.0 3875
152.0 291.0 3918
209.0 290.0 3957
272.0 281.0 3995
339.0 277.0 4042
399.0 280.0 4077
440.0 286.0 4110
490.0 310.0 4143
555.0 323.0 4178
630.0 328.0 4217
709.0 308.0 4262
172 14
10.0 344.0 3789
58.0 342.0 3833
103.0 336.0 3877
156.0 326.0 3923
214.0 318.0 3963
277.0 313.0 3997
333.0 315.0 4033
398.0 309.0 4070
440.0 310.0 4099
473.0 331.0 4129
516.0 359.0 4157
582.0 367.0 4188
664.0 357.0 4225
713.0 346.0 4256
173 13
704.0 356.0 3807
635.0 354.0 3839
574.0 355.0 3869
504.0 350.0 3902
441.0 345.0 3931
386.0 325.0 3961
333.0 321.0 3985
284.0 333.0 4007
228.0 335.0 4033
166.0 323.0 4058
117.0 321.0 4090
58.0 329.0 4126
9.0 333.0 4155
174 10
7.0 378.0 3878
58.0 375.0 3911
121.0 368.0 3948
191.0 370.0 3981
275.0 382.0 4014
361.0 395.0 4048
447.0 408.0 4081
521.0 411.0 4108
621.0 418.0 4142
710.0 415.0 4177
175 6
709.0 292.0 3948
675.0 220.0 3974
635.0 173.0 3997
588.0 119.0 4024
565.0 49.0 4063
564.0 5.0 4088
176 14
699.0 322.0 3991
617.0 332.0 4028
545.0 340.0 4058
488.0 333.0 4087
435.0 330.0 4113
402.0 303.0 4132
349.0 269.0 4161
303.0 245.0 4187
251.0 217.0 4215
224.0 168.0 4246
207.0 123.0 4277
175.0 71.0 4314
144.0 50.0 4339
78.0 12.0 4391
177 13
700.0 355.0 3998
645.0 355.0 4022
577.0 363.0 4050
506.0 367.0 4083
445.0 356.0 4111
